"","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","project_pi_contact","access","id"
"1522","Guarea kunthiana","diameter at breast height (1.3 m)","161","cm",NA,-3.43367,-72.8446,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",6325479
"1523","Pausandra trianae","diameter at breast height (1.3 m)","5","cm",NA,-14.6333,-62.6167,NA,NA,"James S. MIller",NA,"public",9488016
"1524","Avicennia germinans","diameter at breast height (1.3 m)","15.748","cm",NA,26.003054,-81.719677,NA,NA,"Greg Reams",NA,"public",10705338
"1525","Vismia baccifera","diameter at breast height (1.3 m)","7.5","cm",NA,10.432,-84.0348,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",11594666
"1526","Croton schiedeanus","diameter at breast height (1.3 m)","11","cm",NA,13.35,-81.3667,NA,NA,"James S. MIller",NA,"public",11868245
"1527","Trema micrantha","whole plant growth form","tree",NA,NA,-14.9167,-67.0833,NA,NA,"Tim Killeen",NA,"public",13263590
"1528","Croton schiedeanus","whole plant growth form","tree",NA,NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"public",13297424
"1529","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.4159,-69.3269,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13317754
"1530","Pausandra trianae","whole plant growth form","tree",NA,NA,10.4426,-84.0656,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13335179
"1531","Laetia procera","whole plant growth form","tree",NA,NA,10.3615,-83.9928,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13370095
"1532","Avicennia germinans","diameter at breast height (1.3 m)","3.81","cm",NA,18.447325,-65.964736,NA,NA,"Greg Reams",NA,"public",18277631
"1533","Trema micrantha","whole plant height","3.9624","m",NA,17.711388,-64.722668,NA,NA,"Greg Reams",NA,"public",21474798
"1534","Pausandra trianae","flower color","Whitish_",NA,NA,NA,NA,NA,NA,NA,NA,"public",2030106
"1535","Vismia baccifera","whole plant growth form","Tree",NA,NA,NA,NA,NA,NA,NA,NA,"public",2060705
"1536","Laetia procera","diameter at breast height (1.3 m)","19.4","cm",NA,10.3163880245077,-84.0471338693429,NA,NA,"VG-VB-9",NA,"public",16057318
"1537","Trema micrantha","seed mass","2","mg","data compilation; average of 1000 seeds",NA,NA,NA,"http://www.kew.org/data/sid ","Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.","sid@kew.org ","public",512267
"1538","Avicennia germinans","stem wood density","0.67","g.cm-3","oven dry mass/fresh volume;data compilation",NA,NA,NA,"http://datadryad.org/repo/handle/10255/dryad.235"," Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J","G.Lopez-Gonzalez@leeds.ac.uk","public",15986845
"1539","Guarea kunthiana","diameter at breast height (1.3 m)","40.4","cm",NA,10.316392208653,-84.0468705682833,NA,NA,"VG-VB-9",NA,"public",24208436
"1540","Laetia procera","diameter at breast height (1.3 m)","48","cm",NA,-1.72963,-51.48499,NA,NA,"VG-CAX-1",NA,"public",17881472
"1541","Avicennia germinans","whole plant height","15.5448","m",NA,25.927003,-81.588437,NA,NA,"Greg Reams",NA,"public",6018038
"1542","Laetia procera","diameter at breast height (1.3 m)","0","cm",NA,10.4143,-84.1045,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",6889642
"1543","Pausandra trianae","diameter at breast height (1.3 m)","10","cm",NA,-14.6333,-62.6167,NA,NA,"James S. MIller",NA,"public",7452363
"1544","Acalypha diversifolia","diameter at breast height (1.3 m)","12.3","cm",NA,-12.6949,-69.1165,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",8357960
"1545","Acalypha diversifolia","diameter at breast height (1.3 m)","5000.5","cm",NA,8.986410141,-79.61799622,NA,NA,"Richard Condit",NA,"public",11490276
"1546","Pausandra trianae","diameter at breast height (1.3 m)","7.5","cm",NA,-12.4808,-69.3853,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13049273
"1547","Hasseltia floribunda","diameter at breast height (1.3 m)","9","cm",NA,9.58,-84.577,NA,NA,"James S. MIller",NA,"public",12562976
"1548","Croton schiedeanus","diameter at breast height (1.3 m)","2.5","cm",NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"public",12939867
"1549","Laetia procera","diameter at breast height (1.3 m)","0","cm",NA,10.4115,-84.0314,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13131455
"1550","Laetia procera","whole plant growth form","tree",NA,NA,10.4115,-84.1131,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13265830
"1551","Acalypha diversifolia","whole plant growth form","tree",NA,NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"public",13310062
"1552","Guarea kunthiana","whole plant growth form","tree",NA,NA,6.771,-76.229,NA,NA,"James S. MIller",NA,"public",13313944
"1553","Acalypha diversifolia","whole plant growth form","tree",NA,NA,-11.063,-75.404,NA,NA,"James S. MIller",NA,"public",13337729
"1554","Pausandra trianae","whole plant growth form","tree",NA,NA,8.7,-83.55,NA,NA,"James S. MIller",NA,"public",13357483
"1555","Laetia procera","whole plant growth form","tree",NA,NA,-3.23333,-72.9,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13397338
"1556","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.4574,-69.2024,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13403948
"1557","Croton schiedeanus","whole plant growth form","tree",NA,NA,10.4565,-84.0681,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13406693
"1558","Hasseltia floribunda","whole plant growth form","tree",NA,NA,-11.85,-71.3167,NA,NA,"James S. MIller",NA,"public",13453390
"1559","Laetia procera","whole plant height","0","m",NA,10.4143,-84.1045,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13845918
"1560","Laetia procera","whole plant height","0","m",NA,10.4143,-84.1045,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",14455522
"1561","Acalypha diversifolia","diameter at breast height (1.3 m)","5005","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"public",16024183
"1562","Croton schiedeanus","diameter at breast height (1.3 m)","25.1","cm",NA,10.2678697806,-84.0552816144,NA,NA,"VG-VB-9",NA,"public",24146485
"1563","Laetia procera","diameter at breast height (1.3 m)","21.1","cm",NA,10.4028743598321,-84.0373393361903,NA,NA,"VG-VB-9",NA,"public",24390112
"1564","Perrottetia sessiliflora","maximum leaf length","6.5","cm",NA,NA,NA,NA,NA,NA,NA,"public",1730219
"1565","Croton schiedeanus","diameter at breast height (1.3 m)","12.3","cm",NA,10.3452788459596,-84.0576062379684,NA,NA,"VG-VB-9",NA,"public",25251701
"1566","Gordonia fruticosa","maximum leaf length","8","cm",NA,NA,NA,NA,NA,NA,NA,"public",2068125
"1567","Hasseltia floribunda","diameter at breast height (1.3 m)","3.5","cm",NA,-12.4599,-68.8051,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",5084205
"1568","Pausandra trianae","diameter at breast height (1.3 m)","5","cm",NA,-14.6333,-62.6167,NA,NA,"James S. MIller",NA,"public",4181952
"1569","Guarea kunthiana","diameter at breast height (1.3 m)","2.5","cm",NA,-24.1333,-55.5333,NA,NA,"James S. MIller",NA,"public",4633033
"1570","Guarea kunthiana","diameter at breast height (1.3 m)","3","cm",NA,-13.47,-69.787,NA,NA,"James S. MIller",NA,"public",5985527
"1571","Pausandra trianae","diameter at breast height (1.3 m)","4.3","cm",NA,-12.3627,-69.2844,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",7452650
"1572","Hasseltia floribunda","diameter at breast height (1.3 m)","5000.5","cm",NA,9.16092968,-79.74269867,NA,NA,"Richard Condit",NA,"public",10289574
"1573","Trema micrantha","diameter at breast height (1.3 m)","12","cm",NA,10.963,-73.98,NA,NA,"James S. MIller",NA,"public",10950647
"1574","Guarea kunthiana","whole plant growth form","tree",NA,NA,-3.23333,-72.9,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13304187
"1575","Guarea kunthiana","whole plant growth form","tree",NA,NA,-3.43367,-72.8446,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13358932
"1576","Vismia baccifera","whole plant growth form","tree",NA,NA,10.4329,-83.9864,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13368175
"1577","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.5833,-69.15,NA,NA,"James S. MIller",NA,"public",13383494
"1578","Acalypha diversifolia","whole plant growth form","tree",NA,NA,-11.063,-75.404,NA,NA,"James S. MIller",NA,"public",13464149
"1579","Laetia procera","whole plant height","0","m",NA,10.4143,-84.1045,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",14037011
"1580","Trema micrantha","whole plant height","6.096","m",NA,17.711388,-64.722668,NA,NA,"Greg Reams",NA,"public",20845017
"1581","Pausandra trianae","diameter at breast height (1.3 m)","12.6","cm",NA,10.3161309016393,-84.0467293048772,NA,NA,"VG-VB-9",NA,"public",24395092
"1582","Croton schiedeanus","diameter at breast height (1.3 m)","5005","cm",NA,9.459609985,-79.57379913,NA,NA,"Richard Condit",NA,"public",26537828
"1583","Croton schiedeanus","diameter at breast height (1.3 m)","12.2","cm",NA,10.3161448815982,-84.0476261290042,NA,NA,"VG-VB-9",NA,"public",25075001
"1584","Laetia procera","diameter at breast height (1.3 m)","69.9","cm",NA,-1.73408,-51.51098,NA,NA,"VG-CAX-1",NA,"public",18114072
"1585","Croton schiedeanus","diameter at breast height (1.3 m)","36.9","cm",NA,10.2678697806,-84.0552816144,NA,NA,"VG-VB-9",NA,"public",25554032
"1586","Laetia procera","diameter at breast height (1.3 m)","19.4","cm",NA,10.3163880245077,-84.0471338693429,NA,NA,"VG-VB-9",NA,"public",10462866
"1587","Laetia procera","diameter at breast height (1.3 m)","36.3","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","public",14790577
"1588","Hasseltia floribunda","fruit type","Berry",NA,NA,NA,NA,NA,NA,NA,NA,"public",15896628
"1589","Avicennia germinans","whole plant height","13.716","m",NA,18.447325,-65.964736,NA,NA,"Greg Reams",NA,"public",4432328
"1590","Pausandra trianae","diameter at breast height (1.3 m)","4.6","cm",NA,-12.0998,-69.1755,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",5305995
"1591","Avicennia germinans","whole plant height","4.2672","m",NA,26.003054,-81.719677,NA,NA,"Greg Reams",NA,"public",5399097
"1592","Hasseltia floribunda","diameter at breast height (1.3 m)","2.7","cm",NA,-12.4814,-68.7611,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",5426922
"1593","Avicennia germinans","whole plant height","9.4488","m",NA,18.447325,-65.964736,NA,NA,"Greg Reams",NA,"public",6503532
"1594","Trema micrantha","diameter at breast height (1.3 m)","8","cm",NA,-12.4847,-69.2148,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",7680613
"1595","Guarea kunthiana","diameter at breast height (1.3 m)","10","cm",NA,-5.75,-77.6667,NA,NA,"James S. MIller",NA,"public",8809524
"1596","Guarea kunthiana","diameter at breast height (1.3 m)","2.5","cm",NA,-0.673,-77.543,NA,NA,"James S. MIller",NA,"public",12469912
"1597","Pausandra trianae","diameter at breast height (1.3 m)","4","cm",NA,-12.4662,-69.2272,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",9600562
"1598","Guarea kunthiana","diameter at breast height (1.3 m)","137","cm",NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",9714749
"1599","Croton schiedeanus","whole plant growth form","tree",NA,NA,-1.1,-79.6333,NA,NA,"James S. MIller",NA,"public",13241419
"1600","Pausandra trianae","whole plant growth form","tree",NA,NA,-14.6333,-62.6167,NA,NA,"James S. MIller",NA,"public",13361466
"1601","Acalypha diversifolia","whole plant growth form","tree",NA,NA,-1.06667,-77.6,NA,NA,"James S. MIller",NA,"public",13422096
"1602","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.391,-69.3078,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13425999
"1603","Hasseltia floribunda","whole plant growth form","tree",NA,NA,-15.25,-67,NA,NA,"Tim Killeen",NA,"public",13439691
"1604","Trema micrantha","leaf photosynthetic rate per leaf area","11.32","Âµmol.m-2.s-1",NA,-15.783,-62.917,500,"http://datadryad.org/resource/doi:10.5061/dryad.j42m7.2","Maire V","vmaire@gmail.com","public",14860123
"1605","Avicennia germinans","diameter at breast height (1.3 m)","6.858","cm",NA,27.559864,-82.616093,NA,NA,"Greg Reams",NA,"public",26028010
"1606","Croton schiedeanus","diameter at breast height (1.3 m)","12.5","cm",NA,10.3167431760818,-84.0468609566593,NA,NA,"VG-VB-9",NA,"public",25196672
"1607","Pausandra trianae","minimum whole plant height","4","m",NA,NA,NA,NA,NA,NA,NA,"public",2062068
"1608","Laetia procera","diameter at breast height (1.3 m)","39.3","cm",NA,-2.4313394,-59.794235,NA,NA,"Eduardo Eler",NA,"public",11034255
"1609","Laetia procera","diameter at breast height (1.3 m)","10.1","cm",NA,10.399,-84.0995,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",3502312
"1610","Trema micrantha","whole plant height","4.8768","m",NA,17.746033,-64.643715,NA,NA,"Greg Reams",NA,"public",4116342
"1611","Guarea kunthiana","diameter at breast height (1.3 m)","2.5","cm",NA,-11.85,-71.3167,NA,NA,"James S. MIller",NA,"public",4632956
"1612","Vismia baccifera","diameter at breast height (1.3 m)","0","cm",NA,10.432,-84.0348,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",6098837
"1613","Pausandra trianae","diameter at breast height (1.3 m)","11.5","cm",NA,-12.2829,-69.2804,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",6549357
"1614","Guarea kunthiana","diameter at breast height (1.3 m)","2.5","cm",NA,3.63333,-53.2,NA,NA,"James S. MIller",NA,"public",11498432
"1615","Croton schiedeanus","diameter at breast height (1.3 m)","8","cm",NA,13.35,-81.3667,NA,NA,"James S. MIller",NA,"public",11868237
"1616","Pausandra trianae","diameter at breast height (1.3 m)","3","cm",NA,-13.5833,-68.7667,NA,NA,"James S. MIller",NA,"public",12469960
"1617","Pausandra trianae","diameter at breast height (1.3 m)","11.9","cm",NA,-12.1121,-69.1378,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13049095
"1618","Croton schiedeanus","whole plant growth form","tree",NA,NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"public",13242859
"1619","Hasseltia floribunda","whole plant growth form","tree",NA,NA,-12.4599,-68.8051,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13339755
"1620","Croton schiedeanus","whole plant growth form","tree",NA,NA,13.35,-81.3667,NA,NA,"James S. MIller",NA,"public",13405157
"1621","Croton schiedeanus","whole plant growth form","tree",NA,NA,13.35,-81.3667,NA,NA,"James S. MIller",NA,"public",13414518
"1622","Laetia procera","whole plant height","0","m",NA,10.4054,-84.102,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13722757
"1623","Hasseltia floribunda","whole plant height","11","m",NA,-15.25,-67,NA,NA,"Tim Killeen",NA,"public",13975286
"1624","Laetia procera","whole plant height","0","m",NA,10.4115,-84.0314,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",14227650
"1625","Laetia procera","whole plant height","0","m",NA,10.4143,-84.1045,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",14298703
"1626","Laetia procera","whole plant height","0","m",NA,10.4143,-84.1045,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",14455523
"1627","Trema micrantha","seed mass","2","mg","data compilation; average of 1000 seeds",NA,NA,NA,"http://www.kew.org/data/sid ","Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.","sid@kew.org ","public",511818
"1628","Laetia procera","stem wood density","0.68","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.234","Lopez-Gonzalez G","G.Lopez-Gonzalez@leeds.ac.uk","public",15887602
"1629","Vismia baccifera","whole plant vegetative phenology","evergreen",NA,NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.63q27.2","Zanne AE","aezanne@gmail.com","public",15793756
"1630","Hieronyma alchorneoides","stem wood density","0.55","g.cm-3","oven dry mass/fresh volume;data compilation",NA,NA,NA,"http://datadryad.org/repo/handle/10255/dryad.235"," Zanne, A.E., Lopez-Gonzalez, G., Coomes, D.A., Ilic, J., Jansen, S., Lewis, S.L., Miller, R.B., Swenson, N.G., Wiemann, M.C., and Chave, J","G.Lopez-Gonzalez@leeds.ac.uk","public",15994763
"1631","Trema micrantha","diameter at breast height (1.3 m)","2.794","cm",NA,17.746033,-64.643715,NA,NA,"Greg Reams",NA,"public",1104452
"1632","Avicennia germinans","diameter at breast height (1.3 m)","9.652","cm",NA,25.909145,-81.654564,NA,NA,"Greg Reams",NA,"public",2350721
"1633","Trema micrantha","whole plant height","8.2296","m",NA,17.729711,-64.876797,NA,NA,"Greg Reams",NA,"public",4048150
"1634","Laetia procera","diameter at breast height (1.3 m)","18.5","cm",NA,10.4054,-84.102,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",5306755
"1635","Croton schiedeanus","diameter at breast height (1.3 m)","0","cm",NA,10.4565,-84.0681,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",9263012
"1636","Laetia procera","whole plant growth form","tree",NA,NA,10.4115,-84.0314,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13278686
"1637","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.1121,-69.1378,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13336061
"1638","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.4258,-69.2923,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13358066
"1639","Hasseltia floribunda","whole plant growth form","tree",NA,NA,-13.5833,-68.7667,NA,NA,"James S. MIller",NA,"public",13389024
"1640","Trema micrantha","whole plant growth form","tree",NA,NA,6.771,-76.229,NA,NA,"James S. MIller",NA,"public",13401756
"1641","Pausandra trianae","whole plant growth form","tree",NA,NA,-13.5833,-68.7667,NA,NA,"James S. MIller",NA,"public",13416725
"1642","Hasseltia floribunda","whole plant growth form","tree",NA,NA,-5.254,-78.969,NA,NA,"James S. MIller",NA,"public",13458705
"1643","Laetia procera","whole plant height","0","m",NA,10.4054,-84.1211,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13976430
"1644","Guarea kunthiana","diameter at breast height (1.3 m)","5005","cm",NA,9.459609985,-79.57379913,NA,NA,"Richard Condit",NA,"public",24124890
"1645","Avicennia germinans","minimum leaf width","4","cm",NA,NA,NA,NA,NA,NA,NA,"public",1736179
"1646","Croton schiedeanus","diameter at breast height (1.3 m)","10.7","cm",NA,10.3164784773983,-84.0474419489044,NA,NA,"VG-VB-9",NA,"public",24205568
"1647","Pausandra trianae","diameter at breast height (1.3 m)","5","cm",NA,8.7,-83.55,NA,NA,"James S. MIller",NA,"public",6209306
"1648","Avicennia germinans","whole plant height","4.2672","m",NA,27.559864,-82.616093,NA,NA,"Greg Reams",NA,"public",6565106
"1649","Acalypha diversifolia","diameter at breast height (1.3 m)","3","cm",NA,-11.063,-75.404,NA,NA,"James S. MIller",NA,"public",7680287
"1650","Avicennia germinans","whole plant height","8.5344","m",NA,25.909145,-81.654564,NA,NA,"Greg Reams",NA,"public",7701852
